Id|ko|en|jp
collection_2_arctic|심해의 오징어|Deep Sea Squid|深海のイカ
collection_3_pacific|작은고래와 친구들|Little Whale and Friends|小さなクジラと友人
collection_3_atlantic|고래? 상어?|Whale? Shark?|クジラ？サメ？
collection_3_indian|벨루가는 나의 친구|Beluga Is My Friend|ベルーガは私の友人
collection_3_antarctic|미갈루 발견!|Found Migaloo!|ミカルルー発見！
collection_3_arctic|흰긴수염고래의 고향|Home of Blue Whale|シロナガスクジラの故郷
fishname_Emperor Angel|임페리얼 앤젤|Emperor Angel|インペリアルエンジェル
fishname_Bicolor Angel|바이컬러 앤젤|Bicolor Angel|バイカラーエンジェル
fishname_Scribbled Angelfish|스크리블드 앤젤|Scribbled Angelfish|スクリブルドエンゼル
fishname_Peppermint Angelfish|페퍼민트 앤젤|Peppermint Angel|ペパーミントエンゼル
fishname_Mahi Mahi|마히마히|Mahi Mahi|シイラ
fishname_Coelacanth|실러캔스|Coelacanth|シーラカンス
fishname_Bathynomus|바티노무스|Giant Isopod|ダイオウグソクムシ
fishname_Nautilus|앵무조개|Nautilus|オウムガイ
fishname_Narwhal|일각고래|Narwhal|イッカク
fishname_Gulper Eel|풍선장어|Gulper Eel|フウセンウナギ
toast_fish_unlock|조건을 완료해주세요|Please complete the condition|
stone_levelup_desc_arti|산호석 LV. {0}|Corallite Lv. {0}|
fishticket_name|물고기 창조 티켓|Fish Creation Ticket|
fishticket_desc|물고기 창조 티켓입니다.|It is a Fish Creation Ticket.|
fishname_ClownFish|퍼큘라 크라운|Percula Clownfish|
fishname_Red ClownFish|레드 크라운|Red Clownfish|
fishname_Blue ClownFish|블루 크라운|Blue Clownfish|
fishname_Snow Clown|스노우플레이크 크라운|Snowflake Clownfish|
fishname_royal_gramma_basslet|로얄 그래마 바슬렛|Royal Gramma Basslet|
fishname_deepwater_Candy_ basslet|캔디 바슬렛|Candy Basslet|
fishname_Blue Tang|블루탱|Blue Tang|
fishname_Achilles Tang|아킬레스 탱|Achilles Tang|
fishname_Clown Tang|크라운 탱|Clown Tang|
fishname_gemmattum_tang|젬 탱|Gem Tang|
fishname_Yello Tang|옐로우탱|Yellow Tang|
fishname_Moorish Idol|무어리쉬 아이돌|Moorish Idol|
fishname_Powder Blue Tang|파우더 블루탱|Powder Blue Tang|
fishname_Convict Tang|컨빅트 탱|Convict Tang|
fishname_NasoTang|나소탱|Naso Tang|
fishname_fairy_wrasse|요정 놀래기|Fairy Wrasse|
fishname_hawaiian_cleaner_wrasse|하와이 청소놀래기|Hawaiian Cleaner Wrasse|
fishname_spotted_wrasse|비자놀래기|Spotted Wrasse|
fishname_checkerboard_wrasse|체커보드 래스|Checkerboard Wrasse|
fishname_Spotted Mandarin Dragonet|스팟 만다린|Spotted Mandarin Dragonet|
fishname_Black and Gold Damsel|블랙 & 골드 담셀|Black and Gold Damsel|
fishname_Blue Fin Damsel|블루 핀 담셀|Blue Fin Damsel|
fishname_Lion Fish|라이언 피쉬|Lionfish|
fishname_Jewel Damsel|주얼 담셀|Jewel Damsel|
fishname_Burgess Butterfly|버지스 나비|Burgess Butterfly|
fishname_Raccoon Butterfly|라쿤 나비|Raccoon Butterfly|
fishname_Triangel Butterfly|트라이앵글 나비|Triangle Butterfly|
fishname_Lined Butterfly|줄나비|Lined Butterfly|
fishname_Pajama Cardinal|파자마 카디날|Pajama Cardinal|
fishname_Juvenile Pinnate Spadefish|쥬브나일 핀아트 스페이드 피쉬|Juvenile Pinnate Spadefish|
fishname_mailed_butterflyfish|매일드 버터플라이|Mailed Butterflyfish|
fishname_oval_spot_butterflyfish|오벌 스팟 버터플라이|Oval-spot Butterflyfish|
fishname_Bicolor Dottyback|로얄 도티백|Royal Dottyback|
fishname_Orchid Dottyback|오키드 도티백|Orchid Dottyback|
fishname_Diadem Dottyback|다이아뎀 도티백|Diadem Dottyback|
fishname_Springer Dottyback|스프링거 도티백|Springer Dottyback|
fishname_Fire Goby|파이어 고비|Fire Goby|
fishname_Blue Banded Goby|블루 밴디드 고비|Blue Banded Goby|
fishname_Helfrich Goby|헬프리치 고비|Helfrich's Firefish|
fishname_flying_fish|날치|Flying Fish|
fishname_Seaslug|바다민달팽이|Sea Slug|
fishname_Randalls Goby|랜달스 고비|Randall's Goby|
fishname_Scissortail Goby|시저테일 고비|Scissortail Goby|
fishname_Yellow Watchman Goby|옐로 와치맨 고비|Yellow Watchman Goby|
fishname_blackfin_coral_goby|블랙핀 코랄 고비|Blackfin Coral Goby|
fishname_whitecap_goby|화이트캡 고비|Whitecap Goby|
fishname_Panther Grouper|팬더 그루퍼|Panther Grouper|
fishname_Hatchet Fish|납작 앨퉁이|Hatchet Fish|
fishname_Eastern Smooth Boxfish|이스턴 스무스 박스피쉬 복어|Eastern Smooth Boxfish|
fishname_Cube BoxFish|옐로우 박스피쉬 복어|Yellow Boxfish|
fishname_Clown Trigger|크라운 트리거 복어|Clown Trigger|
fishname_Camel Cowfish|낙타 거북복|Camel Cowfish|
fishname_Longhorn Cowfish|롱혼 카우피쉬 복어|Longhorn Cowfish|
fishname_Orange Cowfish|오렌지 카우피쉬 복어|Orange Cowfish|
fishname_Juvenile Spotted Boxfish|스팟티드 박스피쉬 복어|Juvenile Spotted Boxfish|
fishname_blackfin_tuna|흑다랑어|Blackfin Tuna|
fishname_bigeye_tuna|눈다랑어|Bigeye Tuna|
fishname_Orange Seahorse|오렌지 해마|Orange Seahorse|
fishname_Black Seahorse|블랙 해마|Black Seahorse|
fishname_Brazilian Seahorse|브라질리언 해마|Brazilian Seahorse|
fishname_Potbelly Seahorse|배불뚝이 해마|Potbelly Seahorse|
fishname_Pygmy Seahorse|피그미 해마|Pygmy Seahorse|
fishname_Asfur Angel|애스퍼 앤젤|Asfur Angel|
fishname_French Angel|프렌치 앤젤|French Angel|
fishname_Queen Angelfish|퀸 앤젤|Queen Angel|
fishname_BlobFish|블롭 피쉬|BlobFish|
fishname_queen_angelfish|퍼플 퀸 엔젤피쉬|Purple Queen Angelfish|
fishname_keyhole_angelfish|키홀 엔젤피시|Keyhole Angelfish|
fishname_mango_angelfish|망고 엔젤피쉬|Mango Angelfish|
fishname_midnight_angelfish|미드나잇 엔젤피쉬|Midnight Angelfish|
fishname_Blue Parrotfish|블루 패럿피쉬|Blue Parrotfish|
fishname_Red Parrotfish|레드 패럿피쉬|Red Parrotfish|
fishname_knothead_parrotfish|놋트헤드 패럿피쉬|Knothead Parrotfish|
fishname_SeaPig|바다돼지|Sea Pig|
fishname_Oarfish|산갈치|Oarfish|
fishname_Kemps Ridley Turtle|켐프각시 바다거북|Kemps Ridley Turtle|
fishname_Loggerhead Turtle|붉은 바다거북|Loggerhead Turtle|
fishname_Blue Green Chromis|블루 그린 챠로미스|Bluegreen Chromis|
fishname_Black Bar Chromis|블랙바 챠로미스|Black Bar Chromis|
fishname_Dugon|듀공|Dugong|
fishname_ribbon_eel|리본 장어|Ribbon Eel|
fishname_chocochip_starfish|초코칩 불가사리|Chocolate Chip Starfish|
fishname_granulated_sea_star|코리아스터 불가사리|Granulated Sea Star|
fishname_solaster_endeca|아홉 무장 불가사리|Purple Sunstar|
fishname_Green Turtle|초록 바다거북|Green Sea Turtle|
fishname_Hawksbill Turtle|대모 거북|Hawksbill Turtle|
fishname_phocoenoides_dolphin|까치 돌고래|Dall's Porpoise|
fishname_flatback_sea_turtle|납작등 바다거북|Flatback Sea Turtle|
fishname_tasmanian_giant_crab|태즈메니안 자이언트 크랩|Tasmanian Giant Crab|
fishname_Giant Squid|대왕 오징어|Giant Squid|
fishname_Piglet Squid|피글렛 오징어|Piglet Squid|
fishname_Colossal Squid|콜로살 오징어|Colossal Squid|
fishname_redbar_anthias|레드 바 안티아스|Red Bar Anthias|
fishname_lyretail_anthias_male|라이어테일 안티아스|Lyretail Anthias|
fishname_clearfin_lionfish|클리어핀 라이언피쉬|Clearfin Lionfish|
fishname_Leafy Seadragon|나뭇잎 해룡|Leafy Seadragon|
fishname_Ribbon Seadragon|리본 해룡|Ribbon Seadragon|
fishname_Weedy Seadragon|풀잎 해룡|Weedy Seadragon|
fishname_Red Weedy Seadragon|붉은 풀잎해룡|Red Weedy Seadragon|
fishname_Giant Seadragon|대왕 해룡|Giant Seadragon|
fishname_Octopus|문어|Octopus|
fishname_Cuttle Fish|갑오징어|Cuttle Fish|
fishname_green_moray|녹색 곰치|Green Moray Eel|
fishname_giant_moray|대왕 곰치|Giant Moray Eel|
fishname_Vampire Squid|뱀파이어 오징어|Vampire Squid|
fishname_casper_octopus|캐스퍼 문어|Casper Octopus|
fishname_striped_octopus|줄무늬 문어|Striped Octopus|
fishname_white_spotted_octopus|백점 문어|White-Spotted Octopus|
fishname_asian_porpoise|상괭이|Finless Porpoise|
fishname_Bottleneck Dolphin|병코 돌고래|Bottlenose Dolphin|
fishname_Shovelnose Guitarfish|수구리|Shovelnose Guitarfish|
fishname_Bowmouth Guitarfish|목탁수구리|Bowmouth Guitarfish|
fishname_narwhal|일각고래|Narwhal|
fishname_Giant Guitarfish|대왕 수구리|Giant Guitarfish|
fishname_Manatee|매너티|Manatee|
fishname_Sun Fish|개복치|Sun fish|
fishname_Dwarf Whale|꼬마향고래|Dwarf Whale|
fishname_Jelly Fish|보름달 물 해파리|Moon Jellyfish|
fishname_Jelly FishB|야광원양해파리|Mauve Stinger|
fishname_Torpedo Ray|전기가오리|Torpedo Ray|
fishname_Spotted Eagle Ray|점박이 매가오리|Spotted Eagle Ray|
fishname_opar_sunfish|붉은 개복치|Red Sunfish|
fishname_Manta Ray|만타 가오리|Manta Ray|
fishname_Thresher Shark|긴꼬리상어|Thresher Shark|
fishname_Zebra Bullhead Shark|얼룩말상어|Zebra Bullhead Shark|
fishname_Striped Marlin|청새치|Striped Marlin|
fishname_black_marlin|흑새치|Black Marlin|
fishname_Sawfish|톱가오리|Sawfish|
fishname_onefin_electric_ray|원핀 전기 가오리|Onefin Electric Ray|
fishname_Irrawaddy Dolphin|이라와디 돌고래|Irrawaddy Dolphin|
fishname_Commerson Dolphin|머리코 돌고래|Commerson Dolphin|
fishname_Pantropical Spotted Dolphin|열대얼룩 돌고래|Pantropical Spotted Dolphin|
fishname_vaquita|바키타 돌고래|Vaquita|
fishname_Hammerhead Shark|망치상어|Hammerhead Shark|
fishname_Great White Shark|백상어|Great White Shark|
fishname_Whale Shark|고래상어|Whale Shark|
fishname_epaulette_shark|견장 상어|Epaulette Shark|
fishname_MegaMouth|넓은주둥이상어|MegaMouth|
fishname_Basking Shark|돌묵상어|Basking Shark|
fishname_Blue Whale|흰긴수염고래|Blue Whale|
fishname_Pink Dolphin|분홍 돌고래|Pink Dolphin|
fishname_Beluga Whale|벨루가|Beluga Whale|
fishname_spinner_dolphin|긴부리 돌고래|Spinner Dolphin|
fishname_Migaloo|미갈루|Migaloo|
fishname_bowhead_whale|북극고래|Bowhead Whale|
fishname_Sperm Whale|향유고래|Sperm Whale|
fishname_1000 Blue Whale|천년 흰긴수염고래|1000 years old Blue Whale|
fishname_lethotremus_awae|엄지도치|Eumicrotremus Awae|
fishname_0_Axolotls|우파루파|Axolotl|
fishname_Marine otte|바다수달|Marine Otter|
fishname_Baby Penguin|아기 펭귄|Baby Penguin|
fishname_Harp Seal|하프 물범|Harp Seal|
fishname_baby_alligator_snapping_turtle|아기 악어 거북|Baby Alligator Snapping Turtle|
fishname_A pair of Pigmy Right Whale|한 쌍의 피그미 참고래|A Pair of Pygmy Right Whales|
fishname_sebae_anemonefish|세베 크라운피쉬|Sebae Clownfish|
fishname_froastbite_clownfish|프로스트바이트 크라운|Frostbite Clownfish|
fishname_Tomato Clownfish|토마토 크라운피쉬|Tomato Clownfish|
fishname_Juggalo Clownfish|저갈로 크라운피쉬|Juggalo Clownfish|
fishname_Wyoming White Clownfish|와이오밍 화이트 크라운피쉬|Wyoming White Clownfish|
fishname_snow_storm_clownfish|스노우 스톰 크라운피쉬|Snow Storm Clownfish|
fishname_baby_clownfish|아기 퍼큘라 크라운|Baby Percula Clownfish|
fishname_Firecracker Goby|폭죽 고비|Firecracker Goby|
fishname_yellow_nose_prawn_goby|옐로우노즈 프론 고비|Yellow Nose Prawn Goby|
fishname_poison_goby|포이즌 고비|Poison Goby|
fishname_purple_fire_goby|퍼플 고비|Purple Goby|
fishname_Bluespine Unicorn Tang|유니콘 탱|Unicorn Tang|
fishname_Sailfin Tang|세일핀탱|Sailfin Tang|
fishname_White Tail Tang|화이트테일 탱|White Tail Tang|
fishname_White Tang|화이트 탱|White Tang|
fishname_orange_shoulder_tang|오렌지 숄더 탱|Orange Shoulder Tang|
fishname_tomoni_tang|토미니 탱|Purple Tomini Tang|
fishname_baby_blue_tang|아기 블루탱|Baby Blue Tang|
fishname_Neon Velvet Damsel|벨벳 담셀|Neon Velvet Damsel|
fishname_Pink Smith Damsel|핑크 스미스 담셀|Pink Smith Damsel|
fishname_Three Stripe Damsel|스리 스트라이프 담셀|Three Stripe Damsel|
fishname_ambon_damsel|암본 담셀|Ambon Damsel|
fishname_orange_line_chromis_damsel|오렌지 라인 챠로미스 담셀|Orange Line Chromis Damsel|
fishname_Cross Damsel|크로스 담셀|Cross Damsel|
fishname_purplemask_angelfish|퍼플 마스크 엔젤피쉬|Purplemask Angelfish|
fishname_green_neon_angelfish|그린 네온 엔젤피쉬|Neon Green Angelfish|
fishname_majestic_angel|마제스틱 엔젤|Majestic Angelfish|
fishname_pelagic_thresher_shark|환도상어|Pelagic Thresher Shark|
fishname_lemon_shark|레몬 샤크|Lemon Shark|
fishname_grey_bambooshark|그레이 뱀부샤크|Grey Bamboo Shark|
fishname_crocodile_shark|강남상어|Crocodile Shark|
fishname_graceful_shark|그레이스풀 샤크|Graceful Shark|
fishname_dwarf_lanternshark|드워프 랜턴샤크|Dwarf Lanternshark|
fishname_Baby Shark|아기 상어|Baby Shark|
fishname_philippine_butterflyfish|필리핀 나비|Philippine Butterflyfish|
fishname_redtail_butterflyfish|레드테일 나비|Redtail Butterfly|
fishname_Foureye Butterfly|포아이 나비|Foureye Butterflyfish|
fishname_Longnose Butterfly|롱노즈 나비|Longnose Butterflyfish|
fishname_Zoster Butterflyfish|자스터 나비|Zoster Butterflyfish|
fishname_Saddle Butterflyfish|새들 나비|Saddle Butterflyfish|
fishname_baby_raccoon_butterfly|아기 라쿤 나비|Baby Raccoon Butterfly|
fishname_stoplight_parrotfish|스톱라이트 패롯피쉬|Stoplight Parrotfish|
fishname_bicolour_parrotfish|바이칼라 패롯피시|Bicolour Parrotfish|
fishname_spectacled_parrotfish|스펙타클드 패롯피시|Spectacled Parrotfish|
fishname_pacific_longnose_parrotfish|패시픽 롱노즈 패롯피시|Pacific Longnose Parrotfish|
fishname_tri_colour_parrotfish|트라이칼라 패롯피쉬|Tricolour Parrotfish|
fishname_Porcupine Puffer|포큐파인 푸퍼|Porcupine Puffer|
fishname_Valentinni's sharpnose puffer|발렌티니스 복어|Valentinni's Sharpnose Puffer|
fishname_golden_puffer|골든 푸퍼|Golden Puffer|
fishname_papuan_toby_puffer|파푸아 토비 푸퍼|Papuan Toby Puffer|
fishname_White bar Boxfish|화이트바 박스피쉬|White Bar Boxfish|
fishname_masked_puffer|마스크드 푸퍼|Masked Puffer|
fishname_baby_yellow_boxfish|아기 옐로우 박스피쉬|Baby Yellow Boxfish|
fishname_spotted_seahorse|복해마|Spotted Seahorse|
fishname_Sindonis Seahorse|신도 해마|Sindonis Seahorse|
fishname_thorny_seahorse|가시 해마|Thorny Seahorse|
fishname_tiger_tail_seahorse|호랑이꼬리 해마|Tiger Tail Seahorse|
fishname_bullneck_seahorse|불넥 해마|Bullneck Seahorse|
fishname_giant_pacific_seahorse|퍼시픽 해마|Giant Pacific Seahorse|
fishname_baby_dumbo|아기 덤보 문어|Baby Dumbo Octopus|
fishname_baby_flapjack_octopus|아기 우무 문어|Baby Flapjack Octopus|
fishname_caribbean_reef_octopus|캐리비안 리프 문어|Caribbean Reef Octopus|
fishname_Pig-nosed Turtle|돼지코 거북|Pig-nosed Turtle|
fishname_Snapping Turtle|늑대 거북|Snapping Turtle|
fishname_Alligator Snapping Turtle|악어 거북|Alligator Snapping Turtle|
fishname_Leatherback Turtle|가죽등 거북|Leatherback Turtle|
fishname_baby_leatherback_turtle|아기 장수거북|Baby Leatherback Turtle|
fishname_short_beaked_common_dolphin|짧은부리 참돌고래|Short Beaked Common Dolphin|
fishname_hectors_dolphin|흰머리돌고래|Hector's Dolphin|
fishname_sarawak_dolphin|샛돌고래|Sarawak Dolphin|
fishname_gymnura_butterfly_ray|나비 가오리|Butterfly Ray|
fishname_black_ray|블랙 가오리|Black Ray|
fishname_baby_manta_ray|아기 만타 가오리|Baby Manta Ray|
fishname_ghost_shark|고스트 샤크|Ghost Shark|
fishname_arabian_carpet_shark|아라비안 카펫 샤크|Arabian Carpet Shark|
fishname_greenland_shark|그린란드 상어|Greenland Shark|
fishname_chain_catshark|체인 캣샤크|Chain Catshark|
fishname_mexican_horn_shark|멕시칸 혼샤크|Mexican Horn Shark|
fishname_cookiecutter_shark|쿠키컷터 샤크|Cookiecutter Shark|
fishname_megalodon|메갈로돈|Megalodon|
fishname_sei_whale|보리 고래|Sei Whale|
fishname_short_finned_pilot_whale|들쇠 고래|Short-finned Pilot Whale|
fishname_pigmy_killer_whale|들고양이 고래|Pigmy Killer Whale|
fishname_melon_headed_whale|고양이 고래|Melon-headed Whale|
fishname_Killer Whale|범고래|Killer Whale|
fishname_baby_narwhal|아기 일각고래|Baby Narwhal|
fishname_blacktip_shark|블랙팁 샤크|Blacktip Shark|
menu_title|마이북|My book|
setting_effect_sound|효과음|SFX|
setting_amb_sound|환경음|Ambience|
setting_bgm|배경음|BGM|
setting_korean|한국어|Korean|
setting_english|English|English|
leader_board|랭킹보기|Leaderboard|
setting_save|클라우드 저장|Save to\nCloud|
setting_save_explain|진행 상황을 저장하시려면 저장버튼을 눌러주세요|Tap the Save button to save your progress.|
ev_ex_1|퍼큘라 크라운에서 진화|Evolve from Percula Clownfish|
ev_ex_2|파이어 고비에서 진화|Evolve from Fire Goby|
ev_ex_3|블루탱에서 진화|Evolve from Blue Tang|
ev_ex_4|블랙 & 골드 담셀에서 진화|Evolve from Black & Gold Damsel|
ev_ex_5|임페리얼 앤젤에서 진화|Evolve from Emperor Angel|
ev_ex_6|블랙팁 샤크에서 진화|Evolve from Blacktip Shark|
ev_ex_7|버지스 나비에서 진화|Evolve from Burgess Butterfly|
ev_ex_8|블루 패럿피쉬에서 진화|Evolve from Blue Parrotfish|
ev_ex_9|이스턴 스무스 박스피쉬 복어에서 진화|Evolve from Eastern Smooth Boxfish|
ev_ex_10|오렌지 해마에서 진화|Evolve from Orange Seahorse|
ev_ex_11|문어에서 진화|Evolve from Octopus|
ev_ex_12|붉은 바다거북에서 진화|Evolve from Loggerhead Turtle|
ev_ex_13|병코 돌고래에서 진화|Evolve from Bottlenose Dolphin|
ev_ex_14|수구리에서 진화|Evolve from Shovelnose Guitarfish|
ev_ex_15|백상어에서 진화|Evolve from Great White Shark|
ev_ex_16|북극고래에서 진화|Evolve from Bowhead Whale|
shop_free_fish_name|물고기 창조 티켓|Fish Creation Ticket|
shop_free_fish_dec|물고기 창조 티켓을<color=#FFB32C> {0} </color>장 획득합니다.|Get<color=#FFB32C> {0} </color>Fish Creation Tickets.|
fishname_pink_cuttlefish|분홍 갑오징어|Pink Cuttlefish|
fishname_black_spotted_whipray|토시소녀 가오리|Black-spotted Whipray|
multi_levelup|레벨업 x {0}|Level Up x {0}|
heartticket_name|생명력 생산 티켓|Vitality Production Ticket|
heartticket_desc|생명력을 올려주는 티켓|Ticket that increases Vitality|
shop_dia_heartticket_name|생명력 충전|Vitality Recharge|
shop_dia_heartticket_desc|생명력을<color=#FFB32C> {0} </color>만큼 충전 합니다.|Recharge Vitality by<color=#FFB32C> {0} </color>.|
btn_lock_condition|조건 보기 |View Condition|
get_bonus|보너스 획득!|Bonus Acquired!|
text_free|무료|FREE|
server_receive_failed|서버에서 동기화 정보를 불러오지 못했습니다.\n네트워크 상태를 확인한 뒤 다시 시도해 주세요.|Failed to load sync data from the server.\nPlease check your network connection and try again.|
server_save_failed|네트워크 상태가 불안정하여 저장에 실패했습니다. \n다시 시도하거나, 나중에 다시 저장할 수 있습니다.|Failed to save due to unstable network connection.\nPlease try again or save later.|
common_info_retry|재시도|Retry|
common_info_exit|종료|Exit|
attendance_title|출석부|Attendance|
setting_language|언어|Language|
setting_support|지원|Support|
setting_contact|문의|Contact|
count_play_time|연속으로 {0} 분 플레이 하기 |Play continuously for {0} minutes|
use_target_skill|스킬 {0}  {1}번 사용하기|Use skill {0} {1} times|
bonus_mission|닫으면 추가 보석 {0} 획득 기회가 사라져요!|Closing will lose {0} extra gems!|
daily_mission_5_title|성실한 하루|A Day of Hard Work|
cooltime_toast|아직 준비되지 않았어요.|Not ready yet.|
daily_mission_6_title|광고 애호가|Ad Enthusiast|
daily_mission_7_title|광고 마스터|Ad Master|
fishname_Right Whale Dolphin|흰배돌고래|Right Whale Dolphin|
fishname_round_ribbontail_ray|둥근 리본테일 가오리|Round ribbontail ray|
fishname_bullseye_electric_ray|불스아이 일렉트릭 래이|Bullseye electric ray|
skill_format_miniute|{0} 분|{0} minutes|
skill_format_count|{0} 회|{0} times|
skill_format_percent|{0} %|{0} %|
skill_format_times|{0} 배|{0} times|
btn_max|최대값|MAX|
daily_mission_8_title|탭의 연금술사|Tap Alchemist|
common_skill_title|스킬|Skill|
fish_manage_btn|관리|Fish|
get_reward|보상을 획득하였습니다.|You have obtained the reward|
btn_community|커뮤니티|Community|
event_complete|오늘 참여 가능한 이벤트 횟수를 모두 사용했습니다.\n내일 다시 참여할 수 있습니다. ( {0}/{1} )|You have used all available event attempts for today.\nYou can participate again tomorrow. ({0}/{1})|
fishname_baby_axolotl|아기 우파루파|Baby Axolotl|
fishname_baby_spotted_seal|아기 점박이 물범|Baby Spotted Seal|
fishname_Baby PolarBear|아기 북극곰|Baby Polar Bear|
fishname_shiny_blue_whale|기억의 고래|Whale of Memories|
none_unlock_attend|출석부에서 획득|Obtained from the attendance book|
fishname_Corgi|코기|Welsh Corgi|
event_limit_count|일일 제한 ( {0} / {1} )|Daily Limit ({0} / {1})|
